description,price,price_num,year,year_num,kilometers,kilometers_num,location,link,search_term,variación
Audi A6 3.0 Tfsi Stronic Quattro 333cv,US$41.500,41500,2016,2016,120.000 Km,120000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-1500319991-audi-a6-30-tfsi-stronic-quattro-333cv-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=12&search_layout=grid&type=item&tracking_id=69248a64-6903-493a-8577-2a040e99c2b1,audi a6 3.0,
Audi A6 Allroad 3.0 245cv I Stronic Quattro,US$26.900,26900,2014,2014,158.000 Km,158000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-2102244628-audi-a6-allroad-30-245cv-i-stronic-quattro-_JM?highlight=false&headerTopBrand=true#polycard_client=search-nordic&position=13&search_layout=grid&type=item&tracking_id=69248a64-6903-493a-8577-2a040e99c2b1,audi a6 3.0,
Audi A6 Allroad 3.0 Tfsi 55 Tfsi Mild-hybrid,US$130.000,130000,2023,2023,24.700 Km,24700,Vicente López - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-1488116905-audi-a6-allroad-30-tfsi-55-tfsi-mild-hybrid-_JM?highlight=false&headerTopBrand=true#polycard_client=search-nordic&position=14&search_layout=grid&type=item&tracking_id=69248a64-6903-493a-8577-2a040e99c2b1,audi a6 3.0,
Audi A6 3.0 55 Tfsi Stronic Quattro 340cv,US$117.900,117900,2025,2025,0 Km,0,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-2072108914-audi-a6-30-55-tfsi-stronic-quattro-340cv-_JM?highlight=false&headerTopBrand=true#polycard_client=search-nordic&position=15&search_layout=grid&type=item&tracking_id=69248a64-6903-493a-8577-2a040e99c2b1,audi a6 3.0,
Audi A6 3.0 55 Tfsi Stronic Quattro 340cv,US$88.999,88999,2021,2021,17.000 Km,17000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-1480170023-audi-a6-30-55-tfsi-stronic-quattro-340cv-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=16&search_layout=grid&type=item&tracking_id=69248a64-6903-493a-8577-2a040e99c2b1,audi a6 3.0,
Audi A6 Allroad 3.0 245cv I Stronic Quattro,US$26.900,26900,2014,2014,158.000 Km,158000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-2099962812-audi-a6-allroad-30-245cv-i-stronic-quattro-_JM?highlight=false&headerTopBrand=true#polycard_client=search-nordic&position=17&search_layout=grid&type=item&tracking_id=69248a64-6903-493a-8577-2a040e99c2b1,audi a6 3.0,
Audi A6 3.0 55 Tfsi Stronic Quattro 340cv,US$59.900,59900,2020,2020,88.900 Km,88900,Pilar - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-2102408334-audi-a6-30-55-tfsi-stronic-quattro-340cv-_JM?highlight=true&headerTopBrand=false#polycard_client=search-nordic&position=18&search_layout=grid&type=item&tracking_id=69248a64-6903-493a-8577-2a040e99c2b1,audi a6 3.0,
Audi A6 Allroad 3.0 Tfsi 55 Tfsi Mild-hybrid,US$157.000,157000,2025,2025,0 Km,0,Vicente López - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-1471844409-audi-a6-allroad-30-tfsi-55-tfsi-mild-hybrid-_JM?highlight=false&headerTopBrand=true#polycard_client=search-nordic&position=19&search_layout=grid&type=item&tracking_id=69248a64-6903-493a-8577-2a040e99c2b1,audi a6 3.0,
Audi A6 3.0 Tfsi Stronic Quattro 333cv,US$38.000,38000,2017,2017,60.000 Km,60000,Vicente López - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-2079491170-audi-a6-30-tfsi-stronic-quattro-333cv-_JM?highlight=true&headerTopBrand=false#polycard_client=search-nordic&position=20&search_layout=grid&type=item&tracking_id=69248a64-6903-493a-8577-2a040e99c2b1,audi a6 3.0,
Audi A6 Allroad 3.0 245cv I Stronic Quattro,US$28.000,28000,2013,2013,183.000 Km,183000,San Isidro - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-2088857656-audi-a6-allroad-2013-30-245cv-i-stronic-quattro-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=21&search_layout=grid&type=item&tracking_id=69248a64-6903-493a-8577-2a040e99c2b1,audi a6 3.0,
Audi A6 Allroad 3.0 Tfsi 55 Tfsi Mild-hybrid,US$122.500,122500,2025,2025,0 Km,0,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-1487715125-audi-a6-allroad-30-tfsi-55-tfsi-mild-hybrid-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=22&search_layout=grid&type=item&tracking_id=69248a64-6903-493a-8577-2a040e99c2b1,audi a6 3.0,
Audi A6 A6 Allroad 55 Tfsi Quattro,US$134.900,134900,2024,2024,0 Km,0,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-1438158453-audi-a6-allroad-55-tfsi-quattro-_JM?highlight=false&headerTopBrand=true#polycard_client=search-nordic&position=23&search_layout=grid&type=item&tracking_id=69248a64-6903-493a-8577-2a040e99c2b1,audi a6 3.0,
Audi A6 3.0 55 Tfsi Stronic Quattro 340cv,US$82.000,82000,2021,2021,34.000 Km,34000,Pilar - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-2072553166-audi-a6-30-55-tfsi-stronic-quattro-340cv-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=24&search_layout=grid&type=item&tracking_id=69248a64-6903-493a-8577-2a040e99c2b1,audi a6 3.0,
Audi A6 3.0 Tfsi 310cv Stronic Quattro,US$31.500,31500,2013,2013,109.000 Km,109000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-2086859802-audi-a6-30-turbo-fsi-quattro-310-cv-blindado-rb3-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=25&search_layout=grid&type=item&tracking_id=69248a64-6903-493a-8577-2a040e99c2b1,audi a6 3.0,
Audi A6 3.0 Tfsi 300cv Stronic Quattro,US$19.999,19999,2012,2012,222.000 Km,222000,San Isidro - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-2093777338-audi-a6-30-tfsi-300cv-stronic-quattro-2012-gris-_JM?highlight=false&headerTopBrand=true#polycard_client=search-nordic&position=26&search_layout=grid&type=item&tracking_id=69248a64-6903-493a-8577-2a040e99c2b1,audi a6 3.0,
Audi Q8 3.0 55 Tfsi Quattro,US$185.000,185000,2025,2025,0 Km,0,Quilmes - Bs.As. G.B.A. Sur,https://auto.mercadolibre.com.ar/MLA-2058856992-audi-q8-0km-nuevo-nueva-q7-q5-s3-rs3-rsq3-etron-allroad-a6-a-_JM?highlight=false&headerTopBrand=true#polycard_client=search-nordic&position=27&search_layout=grid&type=item&tracking_id=69248a64-6903-493a-8577-2a040e99c2b1,audi a6 3.0,
Audi A6 Allroad 3.0 Tfsi 55 Tfsi Mild-hybrid,US$165.000,165000,2024,2024,0 Km,0,Lomas De Zamora - Bs.As. G.B.A. Sur,https://auto.mercadolibre.com.ar/MLA-1902129374-audi-a6-allroad-30-tfsi-55-tfsi-mild-hybrid-nuevo-2024-fj-_JM?highlight=false&headerTopBrand=true#polycard_client=search-nordic&position=28&search_layout=grid&type=item&tracking_id=69248a64-6903-493a-8577-2a040e99c2b1,audi a6 3.0,
Audi A6 Allroad 3.0 Tfsi 55 Tfsi Mild-hybrid,US$165.000,165000,2024,2024,0 Km,0,Quilmes - Bs.As. G.B.A. Sur,https://auto.mercadolibre.com.ar/MLA-1995508614-audi-a6-allroad-2024-a5-q8-q3-q5-sportback-a7-q7-a1-a3-q2-s3-_JM?highlight=false&headerTopBrand=true#polycard_client=search-nordic&position=29&search_layout=grid&type=item&tracking_id=69248a64-6903-493a-8577-2a040e99c2b1,audi a6 3.0,
Audi Q7 3.0 Tfsi 333cv Tiptronic Quattro,US$175.000,175000,2023,2023,0 Km,0,Quilmes - Bs.As. G.B.A. Sur,https://auto.mercadolibre.com.ar/MLA-2019174648-audi-q7-2023-0km-q8-etron-2024-q5-sq5-a6-allroad-a7-s5-s4-s3-_JM?highlight=false&headerTopBrand=true#polycard_client=search-nordic&position=30&search_layout=grid&type=item&tracking_id=69248a64-6903-493a-8577-2a040e99c2b1,audi a6 3.0,
Audi A6 Allroad 3.0 V6 55 Tfsi Quattro 340cv,US$165.000,165000,2025,2025,0 Km,0,La Plata - Bs.As. G.B.A. Sur,https://auto.mercadolibre.com.ar/MLA-2001124642-audi-a6-allroad-30-v6-55-tfsi-quattro-340cv-_JM?highlight=false&headerTopBrand=true#polycard_client=search-nordic&position=31&search_layout=grid&type=item&tracking_id=69248a64-6903-493a-8577-2a040e99c2b1,audi a6 3.0,
Audi A6 3.0 Tfsi Stronic Quattro 333cv,US$38.900,38900,2017,2017,68.000 Km,68000,Vicente López - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-1498752879-audi-a6-30-tfsi-stronic-quattro-333cv-_JM?highlight=false&headerTopBrand=true#polycard_client=search-nordic&position=32&search_layout=grid&type=item&tracking_id=69248a64-6903-493a-8577-2a040e99c2b1,audi a6 3.0,
Audi A6 3.0 55 Tfsi Stronic Quattro 340cv,US$69.900,69900,2020,2020,19.300 Km,19300,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-2095033390-audi-a6-30-55-tfsi-stronic-quattro-340cv-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=33&search_layout=grid&type=item&tracking_id=69248a64-6903-493a-8577-2a040e99c2b1,audi a6 3.0,
Audi A6 3.0 Tfsi Stronic Quattro 333cv,US$38.500,38500,2017,2017,60.000 Km,60000,Vicente López - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-2089319218-audi-a6-30-tfsi-stronic-quattro-333cv-_JM?highlight=false&headerTopBrand=true#polycard_client=search-nordic&position=34&search_layout=grid&type=item&tracking_id=69248a64-6903-493a-8577-2a040e99c2b1,audi a6 3.0,
Audi A6 3.0 55 Tfsi Stronic Quattro 340cv,US$68.900,68900,2020,2020,34.000 Km,34000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-2067743334-audi-a6-30-55-tfsi-stronic-quattro-340cv-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=35&search_layout=grid&type=item&tracking_id=69248a64-6903-493a-8577-2a040e99c2b1,audi a6 3.0,
Audi A6 3.0 Tfsi Stronic Quattro 333cv,US$39.500,39500,2016,2016,75.000 Km,75000,Vicente López - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-2041860466-audi-a6-30-tfsi-quattro-333cv-blindado-rb3-bullet-proof-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=36&search_layout=grid&type=item&tracking_id=69248a64-6903-493a-8577-2a040e99c2b1,audi a6 3.0,
Audi A6 Allroad 3.0 310cv Tfsi Stronic Quattro,US$35.000,35000,2013,2013,115.000 Km,115000,Pilar - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-1502767221-audi-a6-allroad-30-310cv-tfsi-stronic-quattro-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=37&search_layout=grid&type=item&tracking_id=69248a64-6903-493a-8577-2a040e99c2b1,audi a6 3.0,
Audi A6 Allroad 3.0 V6 55 Tfsi Quattro 340cv,US$98.000,98000,2020,2020,50.000 Km,50000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-2084377700-audi-a6-allroad-30-v6-55-tfsi-quattro-340cv-2020-motum--_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=38&search_layout=grid&type=item&tracking_id=69248a64-6903-493a-8577-2a040e99c2b1,audi a6 3.0,
Audi A6 Allroad 3.0t Fsi Quattro,US$35.000,35000,2014,2014,120.495 Km,120495,Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-1487303533-audi-a6-allroad-30t-fsi-quattro-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=39&search_layout=grid&type=item&tracking_id=69248a64-6903-493a-8577-2a040e99c2b1,audi a6 3.0,
Audi A6 3.0 Tfsi 55 Stronic Quattro 240cv,US$71.900,71900,2020,2020,31.200 Km,31200,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-2084533900-audi-a6-30-tfsi-55-stronic-quattro-240cv-2020-30000kms-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=40&search_layout=grid&type=item&tracking_id=69248a64-6903-493a-8577-2a040e99c2b1,audi a6 3.0,
Audi A6 3.0 Tfsi Stronic Quattro 333cv,US$44.900,44900,2017,2017,31.000 Km,31000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-2084456154-audi-a6-30-quattro-333cv-2017-con-30000kms-motum--_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=41&search_layout=grid&type=item&tracking_id=69248a64-6903-493a-8577-2a040e99c2b1,audi a6 3.0,
Audi A6 Allroad 3.0 Tfsi Stronic Quattro 333cv,US$52.000,52000,2016,2016,79.000 Km,79000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-1499128445-audi-a6-allroad-30-tfsi-stronic-quattro-333cv-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=42&search_layout=grid&type=item&tracking_id=69248a64-6903-493a-8577-2a040e99c2b1,audi a6 3.0,
Audi A6 Allroad 3.0 Tfsi Stronic Quattro 333cv,US$62.500,62500,2018,2018,32.000 Km,32000,Vicente López - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-1484374811-audi-a6-allroad-30-tfsi-stronic-quattro-333cv-_JM?highlight=true&headerTopBrand=false#polycard_client=search-nordic&position=43&search_layout=grid&type=item&tracking_id=69248a64-6903-493a-8577-2a040e99c2b1,audi a6 3.0,
Audi A6 3.0 Tfsi Stronic Quattro 333cv,US$38.500,38500,2017,2017,60.000 Km,60000,Vicente López - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-2092536824-audi-a6-30-tfsi-stronic-quattro-333cv-_JM?highlight=true&headerTopBrand=true#polycard_client=search-nordic&position=44&search_layout=grid&type=item&tracking_id=69248a64-6903-493a-8577-2a040e99c2b1,audi a6 3.0,
Audi A6 3.0 V6 Tiptronic Quattro,US$13.990,13990,2002,2002,164.000 Km,164000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-2091975502-audi-a6-2002-blindado-rb3-v6-bi-turbo-quattro-automatico-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=45&search_layout=grid&type=item&tracking_id=69248a64-6903-493a-8577-2a040e99c2b1,audi a6 3.0,
Audi A6 3.0 V6 Tiptronic Quattro,US$14.500,14500,2006,2006,190.000 Km,190000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-2102474420-audi-a6-30-v6-tiptronic-quattro-_JM?highlight=true&headerTopBrand=false#polycard_client=search-nordic&position=46&search_layout=grid&type=item&tracking_id=69248a64-6903-493a-8577-2a040e99c2b1,audi a6 3.0,
Audi A6 Allroad 3.0 V6 55 Tfsi Quattro 340cv,US$137.900,137900,2025,2025,0 Km,0,Mar Del Plata - Bs.As. Costa Atlántica,https://auto.mercadolibre.com.ar/MLA-1501655479-audi-a6-allroad-30-v6-55-tfsi-quattro-340cv-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=47&search_layout=grid&type=item&tracking_id=69248a64-6903-493a-8577-2a040e99c2b1,audi a6 3.0,
Audi A6 3.0 Tfsi 300cv Stronic Quattro,US$20.900,20900,2011,2011,118.000 Km,118000,Avellaneda - Bs.As. G.B.A. Sur,https://auto.mercadolibre.com.ar/MLA-1494826615-audi-a6-30-tfsi-300cv-stronic-quattro-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=48&search_layout=grid&type=item&tracking_id=69248a64-6903-493a-8577-2a040e99c2b1,audi a6 3.0,
Audi A6 Allroad 3.0 V6 Tdi,US$21.500,21500,2009,2009,72.000 Km,72000,Chivilcoy - Buenos Aires Interior,https://auto.mercadolibre.com.ar/MLA-2073463656-audi-a6-allroad-2009-v6-tdi-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=3&search_layout=grid&type=item&tracking_id=2eb435ee-0d62-4e75-8d7f-fb3b4c158eca,audi a6 3.0,
Audi A6 3.0 55 Tfsi Stronic Quattro 340cv,US$77.000,77000,2021,2021,9.000 Km,9000,Tigre - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-1502205663-audi-a6-30-55-tfsi-stronic-quattro-340cv-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=4&search_layout=grid&type=item&tracking_id=2eb435ee-0d62-4e75-8d7f-fb3b4c158eca,audi a6 3.0,
Audi A6 3.0 Tfsi 310cv Stronic Quattro,US$19.000,19000,2013,2013,150.000 Km,150000,Tigre - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-1502283395-audi-a6-30-tfsi-310cv-stronic-quattro-_JM?highlight=true&headerTopBrand=false#polycard_client=search-nordic&position=5&search_layout=grid&type=item&tracking_id=2eb435ee-0d62-4e75-8d7f-fb3b4c158eca,audi a6 3.0,
Audi A6 3.0 I Tipt Quattro 245cv,US$15.000,15000,2006,2006,218.000 Km,218000,Olavarría - Buenos Aires Interior,https://auto.mercadolibre.com.ar/MLA-1496987961-titular-al-dia-cubiertas-nuevas-services-realizados-_JM?highlight=true&headerTopBrand=false#polycard_client=search-nordic&position=6&search_layout=grid&type=item&tracking_id=2eb435ee-0d62-4e75-8d7f-fb3b4c158eca,audi a6 3.0,
Audi A6 3.0 Tfsi Stronic Quattro 333cv,US$60.000,60000,2017,2017,53.000 Km,53000,Ushuaia - Tierra Del Fuego,https://auto.mercadolibre.com.ar/MLA-2078520628-audi-a6-30-tfsi-stronic-quattro-333cv-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=7&search_layout=grid&type=item&tracking_id=2eb435ee-0d62-4e75-8d7f-fb3b4c158eca,audi a6 3.0,
Audi A6 Allroad 3.0 V6 55 Tfsi Quattro 340cv,US$5.500,5500,2004,2004,275.000 Km,275000,Mar Del Plata - Bs.As. Costa Atlántica,https://auto.mercadolibre.com.ar/MLA-2092461610-esta-en-muy-buen-estado-para-mas-informacion-contactar-_JM?highlight=true&headerTopBrand=false#polycard_client=search-nordic&position=8&search_layout=grid&type=item&tracking_id=2eb435ee-0d62-4e75-8d7f-fb3b4c158eca,audi a6 3.0,
Audi A6 Allroad 3.0 245cv I Stronic Quattro,US$14.500,14500,2008,2008,265.000 Km,265000,Chacabuco - San Luis,https://auto.mercadolibre.com.ar/MLA-2095760170-audi-a6-allroadnegro-perlado-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=9&search_layout=grid&type=item&tracking_id=2eb435ee-0d62-4e75-8d7f-fb3b4c158eca,audi a6 3.0,
